customer_id,age,gender,signup_channel,membership_tier,monthly_visits,avg_discount_rate,online_ad_cost,offline_ad_cost,total_ad_cost,campaign_group,responded,monthly_spend
4680,47,Male,Social Ads,Silver,7,0.088,21.85,3.9,25.75,treatment,0,30.5
4681,44,Female,Referral,Silver,9,0.172,4.21,7.49,11.7,control,0,67.76
4682,39,Female,Social Ads,Basic,3,0.098,26.7,8.24,34.94,control,1,22.69
4683,44,Male,Referral,Silver,8,0.152,8.2,8.22,16.42,control,0,36.79
4684,61,Male,Social Ads,Gold,14,0.294,13.94,9.52,23.46,control,0,24.41
4685,49,Male,Referral,Basic,4,0.382,7.6,11.31,18.91,treatment,0,40.76
4686,34,Female,Social Ads,Silver,7,0.201,6.41,2.04,8.45,control,0,24.34
4687,52,Female,Social Ads,Silver,7,0.096,4.64,9.93,14.57,control,0,14.62
4688,46,Female,Social Ads,Silver,8,0.179,4.77,11.01,15.78,treatment,0,32.33
4689,60,Male,Social Ads,Silver,6,0.147,2.66,1.49,4.15,treatment,1,26.7
4690,38,Male,Organic Search,Basic,5,0.09,5.06,7.6,12.66,treatment,0,15.95
4691,65,Male,Social Ads,Silver,5,0.266,2.07,12.24,14.31,treatment,1,12.86
4692,37,Male,Social Ads,Silver,17,0.168,17.3,3.43,20.73,treatment,0,18.69
4693,38,Female,Influencer,Gold,13,0.332,16.53,0.26,16.79,control,1,33.95
4694,43,Female,Social Ads,Silver,8,0.175,1.55,6.55,8.1,treatment,0,26.21
4695,32,Female,Organic Search,Silver,8,0.244,19.29,3.43,22.72,treatment,0,29.31
4696,46,Female,Social Ads,Silver,13,0.334,7.54,3.75,11.29,treatment,1,52.48
4697,42,Male,Referral,Gold,16,0.148,12.65,2.21,14.86,treatment,0,29.34
4698,53,Female,Influencer,Basic,5,0.009,6.49,8.23,14.72,control,1,41.66
4699,37,Female,Social Ads,Silver,10,0.176,8.17,0.04,8.21,control,1,19.32
4700,37,Female,Influencer,Silver,13,0.244,0.8,0.98,1.78,treatment,0,32.42
4701,38,Female,Referral,Basic,4,0.232,22.63,3.65,26.28,control,0,24.97
4702,43,Male,Influencer,Silver,17,0.195,5.64,8.73,14.37,control,1,36.44
4703,28,Male,Organic Search,Basic,4,0.318,4.82,15.51,20.33,treatment,0,26.14
4704,42,Female,Organic Search,Basic,2,0.273,13.8,0.3,14.1,treatment,1,30.01
4705,52,Female,Social Ads,Basic,8,0.139,5.53,1.6,7.13,control,0,25.76
4706,18,Male,Social Ads,Silver,8,0.077,3.84,7.3,11.14,treatment,1,18.5
4707,49,Female,Organic Search,Basic,8,0.143,4.98,8.43,13.41,treatment,0,18.84
4708,34,Male,Organic Search,Basic,6,0.276,15.54,5.55,21.09,treatment,0,20.74
4709,49,Male,Social Ads,Basic,7,0.168,5.29,1.99,7.28,control,0,22.21
4710,42,Female,Influencer,Basic,6,0.067,13.34,22.18,35.52,treatment,0,20.94
4711,44,Male,Influencer,Basic,7,0.202,40.69,11.18,51.87,control,1,30.83
4712,51,Male,Social Ads,Basic,2,0.043,5.79,9.39,15.18,treatment,1,16.87
4713,34,Female,Organic Search,Silver,10,0.111,4.07,7.01,11.08,treatment,0,17.42
4714,27,Male,Organic Search,Basic,4,0.246,6.74,3.1,9.84,treatment,0,18.34
4715,52,Male,Influencer,Silver,5,0.061,20.74,3.57,24.31,treatment,0,53.57
4716,39,Female,Referral,Silver,5,0.127,9.38,2.74,12.12,treatment,0,34.55
4717,46,Female,Influencer,Basic,4,0.035,10.36,9.38,19.74,treatment,1,38.08
4718,27,Female,Influencer,Gold,9,0.184,8.13,3.46,11.59,control,0,48.86
4719,29,Female,Social Ads,Basic,7,0.182,12.82,0.83,13.65,treatment,0,37.07
4720,36,Male,Social Ads,Basic,4,0.044,19.43,6.67,26.1,treatment,1,27.46
4721,24,Female,Social Ads,Silver,10,0.12,9.04,3.25,12.29,control,0,26.77
4722,38,Male,Organic Search,Basic,13,0.159,4.11,2.34,6.45,control,1,24.31
4723,45,Female,Organic Search,Basic,4,0.42,7.96,9.1,17.06,treatment,0,31.74
4724,26,Female,Referral,Silver,9,0.251,14.27,11.43,25.7,control,0,41.89
4725,63,Male,Social Ads,Gold,20,0.154,22.55,5.1,27.65,control,0,47.33
4726,53,Female,Organic Search,Silver,8,0.052,13.65,10.91,24.56,treatment,1,13.45
4727,46,Female,Social Ads,Basic,6,0.185,7.82,4.56,12.38,control,0,17.05
4728,37,Male,Referral,Silver,9,0.171,9.15,3.05,12.2,treatment,0,33.4
4729,29,Female,Social Ads,Silver,6,0.072,13.49,0.52,14.01,treatment,1,21.33
4730,32,Female,Organic Search,Gold,9,0.243,15.59,3.14,18.73,control,1,31.73
4731,35,Female,Referral,Basic,8,0.185,25.68,1.83,27.51,treatment,0,22.37
4732,29,Female,Organic Search,Basic,8,0.163,9.05,4.39,13.44,control,0,21.01
4733,32,Female,Social Ads,Gold,15,0.323,4.01,9.7,13.71,control,0,25.89
4734,51,Male,Influencer,Gold,18,0.124,28.16,5.17,33.33,treatment,1,62.45
4735,51,Female,Organic Search,Silver,9,0.11,15.9,2.41,18.31,treatment,0,27.56
4736,33,Male,Organic Search,Gold,9,0.282,4.84,6.04,10.88,control,1,24.91
4737,31,Female,Social Ads,Gold,19,0.169,15.13,14.4,29.53,treatment,1,38.49
4738,35,Female,Social Ads,Basic,15,0.042,12.91,5.16,18.07,control,0,15.56
4739,49,Female,Influencer,Basic,3,0.111,8.77,4.43,13.2,control,0,40.11
4740,22,Female,Organic Search,Basic,7,0.174,20.23,7.57,27.8,control,0,45.28
4741,45,Female,Organic Search,Silver,18,0.323,2.23,3.33,5.56,treatment,1,24.06
4742,65,Female,Referral,Basic,4,0.023,1.83,3.38,5.21,treatment,1,37.48
4743,41,Male,Influencer,Basic,3,0.268,30.14,1.67,31.81,control,1,52.09
4744,45,Male,Social Ads,Silver,11,0.318,21.43,2.54,23.97,control,0,27.37
4745,27,Male,Social Ads,Gold,11,0.233,11.39,7.11,18.5,control,0,26.06
4746,45,Male,Organic Search,Silver,12,0.064,22.26,3.91,26.17,control,0,28.6
4747,46,Female,Organic Search,Basic,6,0.199,13.68,5.26,18.94,treatment,0,17.93
4748,49,Male,Referral,Basic,13,0.272,5.13,7.45,12.58,control,0,28.36
4749,38,Male,Organic Search,Basic,7,0.366,12.17,17.92,30.09,treatment,0,51.73
4750,42,Female,Social Ads,Basic,1,0.079,7.19,8.25,15.44,treatment,0,17.76
4751,44,Male,Referral,Basic,4,0.171,8.91,7.82,16.73,treatment,0,29.86
4752,18,Female,Referral,Silver,7,0.208,11.94,6.77,18.71,treatment,1,41.4
4753,40,Female,Organic Search,Basic,5,0.089,24.67,12.56,37.23,control,0,25.62
4754,50,Male,Organic Search,Basic,3,0.007,32.35,6.57,38.92,control,0,43.49
4755,49,Female,Influencer,Basic,3,0.267,24.96,7.75,32.71,treatment,0,16.59
4756,47,Male,Influencer,Basic,7,0.321,3.01,7.09,10.1,treatment,1,33.11
4757,51,Male,Social Ads,Silver,15,0.403,10.07,7.6,17.67,treatment,1,17.73
4758,54,Male,Organic Search,Basic,4,0.159,3.79,3.51,7.3,treatment,0,17.78
4759,39,Female,Influencer,Silver,13,0.159,22.13,1.94,24.07,treatment,1,68.85
4760,22,Male,Organic Search,Silver,10,0.034,6.46,0.91,7.37,control,1,32.84
4761,36,Male,Influencer,Silver,12,0.055,3.59,0.8,4.39,treatment,1,54.69
4762,30,Female,Organic Search,Silver,6,0.025,5.83,2.34,8.17,treatment,0,22.44
4763,45,Female,Organic Search,Silver,8,0.081,3.79,1.25,5.04,treatment,0,29.29
4764,31,Male,Referral,Basic,4,0.111,14.12,6.21,20.33,control,0,24.3
4765,31,Male,Social Ads,Silver,12,0.224,24.06,4.96,29.02,control,0,54.89
4766,32,Male,Social Ads,Gold,9,0.177,13.64,8.96,22.6,treatment,1,24.46
4767,33,Male,Social Ads,Silver,7,0.123,11.08,5.46,16.54,treatment,0,17.31
4768,54,Male,Influencer,Basic,2,0.047,13.29,0.22,13.51,treatment,0,57.89
4769,38,Female,Social Ads,Silver,10,0.1,17.76,28.19,45.95,treatment,1,33.81
4770,46,Female,Referral,Basic,4,0.124,13.1,2.61,15.71,treatment,0,32.84
4771,41,Female,Organic Search,Silver,8,0.208,12.8,5.43,18.23,control,0,17.02
4772,47,Male,Referral,Basic,2,0.022,15.51,5.88,21.39,treatment,0,21.14
4773,44,Female,Organic Search,Basic,3,0.311,16.14,3.68,19.82,control,0,47.82
4774,27,Female,Organic Search,Basic,2,0.232,27.1,2.49,29.59,treatment,0,36.0
4775,49,Male,Organic Search,Silver,8,0.296,0.75,8.64,9.39,treatment,0,73.91
4776,37,Male,Social Ads,Basic,7,0.179,17.63,7.9,25.53,treatment,0,29.32
4777,36,Female,Influencer,Gold,14,0.166,27.97,1.15,29.12,treatment,1,153.99
4778,38,Female,Organic Search,Basic,7,0.128,6.7,7.87,14.57,control,0,15.42
4779,21,Male,Referral,Silver,7,0.131,8.78,0.83,9.61,treatment,1,14.91
4780,25,Female,Organic Search,Basic,8,0.223,9.98,16.32,26.3,control,0,25.69
4781,32,Male,Social Ads,Basic,2,0.36,7.24,5.28,12.52,treatment,0,19.28
4782,24,Male,Organic Search,Basic,4,0.311,14.71,0.92,15.63,control,0,23.42
4783,59,Male,Social Ads,Basic,9,0.099,19.4,2.76,22.16,treatment,0,30.17
4784,51,Male,Organic Search,Silver,13,0.154,16.45,2.01,18.46,control,0,25.34
4785,38,Female,Organic Search,Basic,9,0.349,7.75,5.97,13.72,treatment,0,20.05
4786,33,Male,Referral,Silver,10,0.134,0.82,14.37,15.19,control,0,33.98
4787,54,Male,Social Ads,Gold,16,0.157,7.63,22.26,29.89,treatment,0,25.87
4788,49,Male,Referral,Silver,8,0.104,1.0,3.99,4.99,control,1,22.73
4789,62,Female,Referral,Basic,9,0.258,10.19,6.95,17.14,treatment,1,38.16
4790,40,Female,Referral,Silver,7,0.091,11.24,4.21,15.45,treatment,0,26.85
4791,32,Female,Influencer,Basic,3,0.225,2.68,4.78,7.46,treatment,0,22.64
4792,22,Female,Organic Search,Basic,2,0.205,7.96,9.89,17.85,treatment,1,26.97
4793,31,Female,Referral,Basic,4,0.22,15.31,5.64,20.95,control,0,17.41
4794,56,Female,Referral,Silver,10,0.032,9.85,2.67,12.52,control,0,19.52
4795,30,Female,Social Ads,Silver,11,0.133,3.56,2.57,6.13,treatment,0,35.38
4796,35,Male,Social Ads,Basic,9,0.191,12.54,5.99,18.53,treatment,0,32.92
4797,30,Female,Organic Search,Basic,4,0.161,1.78,1.53,3.31,control,0,21.97
4798,31,Male,Social Ads,Gold,10,0.161,1.35,2.03,3.38,control,0,12.46
4799,26,Male,Social Ads,Silver,12,0.074,4.82,1.65,6.47,control,0,13.97
4800,39,Male,Referral,Gold,17,0.067,20.05,7.6,27.65,treatment,0,40.05
4801,25,Male,Referral,Basic,12,0.062,8.2,3.05,11.25,control,0,19.67
4802,42,Female,Referral,Basic,9,0.044,1.95,1.54,3.49,control,0,20.11
4803,46,Male,Influencer,Basic,2,0.021,27.57,15.22,42.79,treatment,0,56.51
4804,37,Male,Influencer,Basic,4,0.06,23.2,7.98,31.18,treatment,0,24.59
4805,18,Female,Organic Search,Silver,5,0.194,12.81,4.17,16.98,treatment,0,40.93
4806,40,Female,Social Ads,Silver,9,0.051,4.66,1.21,5.87,treatment,0,25.39
4807,33,Male,Social Ads,Silver,12,0.222,8.73,13.72,22.45,treatment,0,19.99
4808,28,Female,Social Ads,Basic,4,0.069,5.65,5.41,11.06,control,0,16.42
4809,56,Female,Influencer,Basic,5,0.148,4.82,1.44,6.26,control,0,30.33
4810,61,Male,Referral,Basic,7,0.11,17.68,11.39,29.07,treatment,0,38.04
4811,54,Male,Influencer,Basic,4,0.21,4.14,5.9,10.04,control,0,30.47
4812,49,Female,Organic Search,Basic,5,0.091,9.6,0.44,10.04,control,1,16.83
4813,40,Female,Referral,Silver,8,0.263,41.26,7.11,48.37,control,1,46.04
4814,44,Male,Organic Search,Silver,12,0.197,1.7,0.52,2.22,control,0,23.0
4815,59,Male,Social Ads,Basic,6,0.047,12.99,5.25,18.24,treatment,0,29.55
4816,47,Male,Social Ads,Basic,9,0.092,9.66,9.72,19.38,treatment,0,15.6
4817,47,Male,Referral,Silver,12,0.311,11.76,1.12,12.88,control,0,30.76
4818,45,Female,Influencer,Basic,3,0.121,8.12,1.67,9.79,treatment,0,51.3
4819,51,Male,Social Ads,Basic,9,0.199,17.72,0.13,17.85,treatment,0,32.25
4820,46,Male,Influencer,Silver,10,0.19,21.73,9.42,31.15,control,1,53.09
4821,40,Male,Influencer,Silver,6,0.073,40.47,1.74,42.21,control,0,44.09
4822,40,Female,Social Ads,Basic,16,0.348,10.88,6.9,17.78,control,0,38.37
4823,46,Female,Referral,Basic,13,0.22,10.54,4.55,15.09,treatment,0,48.79
4824,21,Female,Social Ads,Basic,3,0.051,5.37,0.63,6.0,control,0,23.05
4825,52,Female,Social Ads,Basic,5,0.261,6.21,1.69,7.9,control,0,27.04
4826,44,Male,Organic Search,Basic,10,0.251,43.57,3.69,47.26,treatment,1,41.83
4827,40,Female,Referral,Silver,11,0.092,21.0,3.14,24.14,control,0,46.2
4828,62,Female,Organic Search,Basic,6,0.41,4.43,4.93,9.36,control,0,41.78
4829,18,Male,Organic Search,Basic,3,0.109,6.72,1.4,8.12,treatment,0,16.29
4830,49,Female,Influencer,Basic,2,0.198,18.82,9.62,28.44,control,0,27.62
4831,28,Female,Social Ads,Basic,9,0.125,6.15,1.84,7.99,treatment,0,17.11
4832,40,Female,Social Ads,Basic,7,0.044,5.48,2.68,8.16,control,0,22.92
4833,52,Female,Social Ads,Basic,4,0.195,5.55,1.61,7.16,treatment,0,13.61
4834,43,Female,Influencer,Silver,7,0.091,28.6,11.27,39.87,control,1,47.28
4835,58,Male,Social Ads,Basic,11,0.116,6.0,8.68,14.68,treatment,0,20.48
4836,42,Female,Organic Search,Gold,14,0.049,14.68,5.67,20.35,control,0,34.38
4837,36,Male,Social Ads,Gold,11,0.316,14.8,12.62,27.42,control,0,18.44
4838,59,Male,Influencer,Gold,10,0.184,7.29,0.66,7.95,treatment,0,77.17
4839,39,Male,Organic Search,Basic,3,0.284,3.24,5.02,8.26,control,0,39.6
4840,23,Female,Organic Search,Gold,19,0.051,13.01,10.53,23.54,treatment,0,44.61
4841,30,Male,Social Ads,Silver,5,0.083,7.26,4.12,11.38,control,0,13.38
4842,18,Male,Social Ads,Basic,9,0.215,8.03,2.77,10.8,control,0,21.74
4843,18,Male,Referral,Silver,14,0.081,20.36,2.28,22.64,control,0,25.93
4844,53,Male,Referral,Basic,5,0.3,7.82,4.71,12.53,treatment,0,40.45
4845,43,Male,Organic Search,Basic,9,0.26,14.38,4.64,19.02,control,0,36.97
4846,34,Female,Referral,Basic,2,0.276,2.52,2.4,4.92,treatment,0,36.88
4847,38,Male,Referral,Basic,3,0.139,5.43,9.17,14.6,treatment,0,22.81
4848,47,Female,Social Ads,Silver,6,0.126,7.81,0.24,8.05,control,0,21.9
4849,30,Male,Social Ads,Basic,5,0.271,5.86,9.02,14.88,control,0,16.33
4850,43,Female,Social Ads,Basic,6,0.038,5.92,1.21,7.13,control,0,23.98
4851,41,Male,Organic Search,Silver,5,0.125,11.02,14.45,25.47,treatment,0,28.25
4852,55,Male,Referral,Basic,8,0.086,10.83,7.55,18.38,treatment,0,30.05
4853,32,Female,Social Ads,Basic,6,0.139,1.66,7.28,8.94,control,0,30.5
4854,40,Female,Organic Search,Basic,8,0.291,17.41,0.36,17.77,treatment,0,57.03
4855,48,Female,Social Ads,Basic,7,0.27,5.07,17.07,22.14,treatment,0,10.9
4856,34,Female,Referral,Silver,7,0.182,6.08,3.25,9.33,treatment,0,37.4
4857,42,Female,Organic Search,Silver,7,0.269,1.82,8.72,10.54,treatment,1,50.35
4858,45,Male,Influencer,Silver,9,0.129,12.74,4.24,16.98,treatment,1,86.17
4859,33,Female,Social Ads,Basic,3,0.139,8.48,7.83,16.31,treatment,0,28.9
4860,50,Male,Social Ads,Silver,7,0.065,2.16,3.23,5.39,treatment,0,17.4
4861,30,Female,Referral,Silver,6,0.068,15.35,10.01,25.36,treatment,0,64.85
4862,45,Male,Social Ads,Silver,12,0.062,8.78,2.85,11.63,control,0,51.07
4863,71,Female,Organic Search,Basic,8,0.322,33.4,15.2,48.6,control,0,18.82
4864,38,Female,Referral,Basic,2,0.189,12.92,6.12,19.04,treatment,0,24.44
4865,44,Female,Influencer,Basic,5,0.162,9.82,10.71,20.53,treatment,1,39.17
4866,26,Male,Organic Search,Basic,5,0.182,7.01,2.72,9.73,treatment,1,15.33
4867,46,Female,Referral,Basic,5,0.069,39.31,14.74,54.05,control,0,31.33
4868,56,Female,Referral,Basic,13,0.144,17.65,7.55,25.2,treatment,0,47.13
4869,37,Female,Organic Search,Basic,4,0.209,10.29,2.49,12.78,control,0,42.47
4870,32,Female,Organic Search,Silver,9,0.222,11.6,2.6,14.2,control,0,31.92
4871,36,Female,Referral,Basic,8,0.285,7.9,6.15,14.05,control,0,34.84
4872,20,Female,Social Ads,Basic,4,0.211,3.24,2.65,5.89,treatment,0,14.82
4873,41,Male,Organic Search,Silver,7,0.398,7.09,2.15,9.24,control,1,24.21
4874,37,Male,Social Ads,Silver,8,0.291,8.71,2.28,10.99,treatment,1,40.31
4875,34,Female,Referral,Basic,5,0.149,6.39,1.66,8.05,treatment,0,42.91
4876,34,Male,Referral,Basic,3,0.249,21.15,6.95,28.1,control,0,59.09
4877,31,Female,Organic Search,Basic,7,0.315,17.58,8.49,26.07,control,1,35.04
4878,38,Female,Social Ads,Basic,24,0.073,10.66,2.51,13.17,treatment,0,16.63
4879,31,Female,Social Ads,Basic,2,0.066,16.37,2.01,18.38,treatment,1,30.75
4880,59,Male,Organic Search,Gold,13,0.116,3.39,2.91,6.3,treatment,1,26.76
4881,35,Female,Organic Search,Silver,9,0.17,22.66,5.5,28.16,treatment,1,20.38
4882,50,Female,Social Ads,Silver,7,0.166,5.81,13.13,18.94,treatment,1,27.19
4883,48,Male,Organic Search,Basic,10,0.11,22.23,5.44,27.67,treatment,1,37.46
4884,40,Female,Organic Search,Basic,8,0.189,1.85,3.17,5.02,control,0,22.04
4885,45,Male,Organic Search,Basic,7,0.466,20.11,7.36,27.47,treatment,0,53.18
4886,34,Female,Social Ads,Basic,2,0.321,17.5,1.36,18.86,control,1,24.3
4887,18,Male,Organic Search,Silver,8,0.335,15.23,3.43,18.66,treatment,0,23.96
4888,39,Female,Influencer,Basic,8,0.075,8.35,0.45,8.8,control,1,69.94
4889,50,Male,Organic Search,Basic,3,0.104,9.61,6.66,16.27,control,0,33.22
4890,38,Female,Social Ads,Basic,7,0.052,18.22,2.74,20.96,treatment,0,32.39
4891,24,Female,Social Ads,Silver,6,0.152,1.59,13.03,14.62,treatment,1,42.4
4892,49,Male,Organic Search,Silver,12,0.237,6.23,23.05,29.28,treatment,1,25.85
4893,57,Male,Referral,Basic,9,0.136,3.23,7.84,11.07,control,0,30.42
4894,42,Female,Referral,Basic,3,0.133,13.88,4.19,18.07,control,0,29.82
4895,38,Male,Influencer,Basic,6,0.119,4.45,1.45,5.9,treatment,1,22.02
4896,52,Female,Referral,Basic,15,0.039,13.38,4.8,18.18,control,0,42.34
4897,35,Female,Social Ads,Silver,8,0.069,4.42,4.52,8.94,treatment,0,13.71
4898,39,Male,Referral,Basic,10,0.404,35.73,5.37,41.1,treatment,0,32.22
4899,51,Female,Organic Search,Basic,1,0.024,4.79,3.32,8.11,treatment,0,22.17
4900,38,Male,Social Ads,Silver,8,0.055,6.11,12.26,18.37,control,1,26.78
4901,18,Male,Social Ads,Basic,6,0.296,17.54,2.28,19.82,treatment,0,17.61
4902,27,Female,Referral,Silver,11,0.171,6.12,8.74,14.86,treatment,0,23.47
4903,25,Male,Social Ads,Gold,12,0.163,16.63,2.48,19.11,treatment,0,29.33
4904,43,Male,Organic Search,Silver,7,0.12,1.72,4.92,6.64,treatment,0,17.01
4905,25,Female,Influencer,Silver,12,0.102,23.37,4.68,28.05,treatment,1,59.97
4906,38,Male,Social Ads,Silver,7,0.028,10.56,5.56,16.12,control,0,22.74
4907,37,Male,Social Ads,Basic,4,0.07,4.8,3.9,8.7,treatment,1,25.61
4908,56,Female,Organic Search,Silver,6,0.367,14.83,2.15,16.98,treatment,0,48.48
4909,37,Female,Organic Search,Basic,5,0.249,13.95,1.7,15.65,control,1,36.55
4910,41,Male,Organic Search,Basic,5,0.278,1.79,7.2,8.99,control,0,16.11
4911,50,Male,Organic Search,Silver,9,0.094,0.41,3.9,4.31,treatment,1,19.93
4912,28,Male,Organic Search,Gold,11,0.076,15.09,0.24,15.33,control,0,15.47
4913,49,Male,Influencer,Basic,13,0.114,22.45,4.08,26.53,control,0,51.36
4914,44,Female,Social Ads,Basic,2,0.154,42.26,7.26,49.52,treatment,0,26.95
4915,18,Male,Organic Search,Basic,4,0.249,30.69,5.85,36.54,control,0,24.08
4916,40,Female,Organic Search,Basic,13,0.095,17.13,8.01,25.14,treatment,1,35.31
4917,45,Male,Social Ads,Silver,10,0.205,2.58,4.41,6.99,control,0,8.87
4918,53,Male,Organic Search,Basic,7,0.187,24.24,2.9,27.14,control,0,43.64
4919,25,Female,Influencer,Silver,12,0.316,7.88,9.0,16.88,control,0,43.92
4920,37,Female,Organic Search,Silver,11,0.274,9.51,0.4,9.91,treatment,0,26.89
4921,35,Male,Social Ads,Silver,16,0.275,7.44,6.1,13.54,control,0,20.18
4922,34,Male,Referral,Silver,8,0.07,16.89,10.94,27.83,treatment,1,23.95
4923,47,Female,Organic Search,Basic,7,0.095,20.6,1.61,22.21,treatment,0,16.93
4924,41,Female,Referral,Silver,6,0.206,8.66,2.34,11.0,control,0,33.03
4925,50,Male,Influencer,Silver,6,0.138,7.55,1.44,8.99,treatment,0,25.59
4926,56,Male,Organic Search,Gold,16,0.172,4.07,13.39,17.46,treatment,0,28.76
4927,44,Female,Social Ads,Silver,5,0.072,4.23,3.76,7.99,treatment,1,17.92
4928,23,Male,Referral,Gold,20,0.406,10.76,10.48,21.24,treatment,1,29.92
4929,43,Male,Influencer,Basic,13,0.063,6.02,5.81,11.83,treatment,0,52.0
4930,41,Female,Social Ads,Silver,6,0.215,6.31,2.96,9.27,control,0,11.75
4931,18,Female,Organic Search,Basic,4,0.214,4.94,3.06,8.0,treatment,0,16.63
4932,45,Male,Organic Search,Basic,4,0.271,16.34,2.24,18.58,treatment,0,28.37
4933,25,Female,Social Ads,Gold,10,0.191,7.0,0.94,7.94,control,0,22.49
4934,33,Female,Social Ads,Silver,6,0.328,9.67,2.55,12.22,control,0,19.62
4935,41,Female,Organic Search,Silver,6,0.265,13.91,11.21,25.12,control,0,23.3
4936,27,Female,Organic Search,Silver,18,0.083,7.29,0.97,8.26,treatment,0,27.88
4937,54,Male,Organic Search,Gold,19,0.033,16.78,6.98,23.76,control,1,38.93
4938,38,Female,Referral,Basic,8,0.143,12.91,4.07,16.98,control,0,20.31
4939,32,Male,Organic Search,Basic,5,0.13,10.57,17.39,27.96,control,0,19.95
4940,54,Female,Social Ads,Gold,11,0.022,7.34,16.95,24.29,treatment,0,33.27
4941,46,Male,Social Ads,Basic,3,0.074,25.16,0.74,25.9,treatment,0,15.41
4942,44,Male,Social Ads,Basic,3,0.201,7.27,2.15,9.42,treatment,0,16.0
4943,19,Female,Referral,Gold,12,0.285,9.66,1.81,11.47,treatment,0,35.77
4944,21,Male,Social Ads,Basic,3,0.028,4.54,0.93,5.47,treatment,0,11.55
4945,51,Female,Organic Search,Basic,1,0.333,3.69,6.38,10.07,control,1,29.71
4946,44,Female,Referral,Gold,11,0.002,13.69,10.05,23.74,treatment,0,78.45
4947,44,Male,Organic Search,Silver,8,0.091,15.97,4.26,20.23,treatment,0,43.01
4948,37,Male,Social Ads,Basic,5,0.168,3.8,10.37,14.17,treatment,0,16.88
4949,31,Female,Social Ads,Basic,7,0.175,40.2,3.77,43.97,control,0,17.0
4950,42,Male,Social Ads,Silver,7,0.225,2.37,6.54,8.91,treatment,1,13.4
4951,32,Male,Organic Search,Silver,5,0.119,10.34,6.53,16.87,control,0,17.48
4952,34,Male,Organic Search,Basic,5,0.119,2.38,0.56,2.94,treatment,0,36.27
4953,49,Male,Social Ads,Basic,5,0.193,18.21,1.79,20.0,control,0,19.2
4954,29,Female,Organic Search,Silver,7,0.108,1.51,2.01,3.52,treatment,0,46.63
4955,40,Male,Organic Search,Basic,4,0.257,6.46,2.33,8.79,treatment,1,34.95
4956,45,Female,Social Ads,Basic,4,0.076,8.61,0.49,9.1,treatment,0,37.8
4957,36,Male,Social Ads,Silver,14,0.134,11.24,8.02,19.26,control,0,22.34
4958,38,Female,Organic Search,Gold,10,0.254,15.48,2.95,18.43,control,0,40.53
4959,47,Female,Organic Search,Basic,3,0.229,12.57,0.95,13.52,treatment,0,26.03
4960,39,Female,Organic Search,Gold,19,0.31,17.49,10.46,27.95,treatment,1,55.64
4961,35,Female,Organic Search,Basic,15,0.117,1.03,7.87,8.9,treatment,0,51.01
4962,23,Female,Organic Search,Basic,4,0.199,11.35,5.1,16.45,treatment,0,16.92
4963,46,Male,Social Ads,Basic,4,0.23,16.5,4.45,20.95,treatment,1,20.23
4964,46,Male,Influencer,Basic,14,0.309,2.78,0.65,3.43,control,1,38.33
4965,25,Male,Social Ads,Basic,6,0.107,8.17,13.37,21.54,control,0,15.4
4966,70,Male,Social Ads,Basic,5,0.098,5.15,2.33,7.48,treatment,1,57.8
4967,37,Male,Social Ads,Basic,7,0.167,6.81,5.84,12.65,treatment,0,22.23
4968,27,Female,Referral,Basic,11,0.221,4.27,0.4,4.67,control,0,32.1
4969,43,Male,Social Ads,Silver,9,0.263,8.17,9.34,17.51,control,0,35.17
4970,44,Male,Referral,Silver,6,0.347,4.37,1.09,5.46,control,0,40.97
4971,53,Female,Referral,Basic,6,0.219,8.95,7.2,16.15,control,0,41.85
4972,36,Male,Organic Search,Basic,2,0.141,5.58,26.92,32.5,treatment,0,15.18
4973,49,Male,Influencer,Basic,5,0.289,12.75,1.35,14.1,control,0,32.54
4974,63,Female,Referral,Gold,11,0.311,12.03,26.39,38.42,treatment,0,53.93
4975,52,Female,Organic Search,Silver,10,0.082,12.82,2.45,15.27,treatment,1,31.53
4976,31,Male,Social Ads,Gold,13,0.149,18.13,6.29,24.42,treatment,0,41.98
4977,33,Male,Organic Search,Silver,7,0.281,6.8,4.42,11.22,control,0,24.31
4978,44,Male,Social Ads,Basic,11,0.385,13.0,12.73,25.73,treatment,0,27.58
4979,46,Female,Referral,Silver,11,0.038,43.81,7.96,51.77,treatment,0,83.18
4980,39,Female,Organic Search,Basic,13,0.022,13.23,8.66,21.89,treatment,1,19.65
4981,39,Female,Social Ads,Basic,9,0.307,6.15,0.98,7.13,control,1,32.89
4982,36,Female,Social Ads,Basic,9,0.219,26.82,8.13,34.95,control,0,22.99
4983,23,Male,Referral,Basic,2,0.34,3.03,4.2,7.23,control,1,38.51
4984,51,Male,Influencer,Silver,13,0.196,18.05,0.7,18.75,treatment,1,39.01
4985,54,Male,Organic Search,Basic,3,0.342,5.01,3.48,8.49,treatment,1,33.7
4986,31,Female,Referral,Basic,4,0.138,4.75,6.2,10.95,treatment,1,19.7
4987,44,Female,Organic Search,Basic,3,0.232,12.27,1.65,13.92,control,1,26.88
4988,24,Male,Influencer,Silver,6,0.183,7.1,2.3,9.4,treatment,1,11.38
4989,60,Male,Organic Search,Basic,5,0.117,6.72,6.98,13.7,control,0,24.73
4990,56,Female,Social Ads,Basic,1,0.21,4.4,9.0,13.4,treatment,1,28.04
4991,37,Male,Organic Search,Silver,7,0.158,5.59,7.89,13.48,control,0,20.69
